Date,TwitterSentiment
2017-01-01,0.7686371207237244
2017-01-02,-0.5107977241277695
2017-01-03,0.4992529898881912
2017-01-04,-0.496873639523983
2017-01-05,0.3186982274055481
2017-01-06,-0.34899677832921344
2017-01-07,-0.49604419867197674
2017-01-09,-0.07435991366704305
2017-01-10,-0.97774438560009
2017-01-11,-0.9851952910423278
2017-01-12,-0.9779886603355408
2017-01-13,-0.645257979631424
2017-01-14,-0.96397864818573
2017-01-15,-0.9991965889930725
2017-01-16,-0.49775705734888714
2017-01-17,-0.9971846103668213
2017-01-18,-0.9993446071942648
2017-01-19,-0.12681339979171752
2017-01-20,-0.37517760197321576
2017-01-21,-0.9994186162948608
2017-01-22,-0.24703729152679443
2017-01-23,-0.3290262520313263
2017-01-24,-0.7889463230967522
2017-01-25,-0.5697106271982193
2017-01-26,-0.376494824886322
2017-01-27,-0.10509273680773648
2017-01-29,0.5051220059394836
2017-01-30,-0.5900986641645432
2017-01-31,-0.4205317497253418
2017-02-01,-0.7096653133630753
2017-02-02,-0.32326064507166546
2017-02-03,-0.6899696853425767
2017-02-04,-0.9615938663482666
2017-02-05,-0.9854291081428528
2017-02-06,-0.1838921070098877
2017-02-07,-0.9927380681037903
2017-02-09,-0.9990885456403097
2017-02-10,-0.48443856835365295
2017-02-11,-0.9991965889930725
2017-02-13,-0.99949844678243
2017-02-14,-0.8726822137832642
2017-02-15,-0.17344592014948526
2017-02-16,0.8442791104316711
2017-02-17,0.9797731637954712
2017-02-19,0.9120261371135712
2017-02-21,-0.9609049558639526
2017-02-22,0.19300010800361633
2017-02-24,-0.428819015622139
2017-02-27,-0.48336718082427976
2017-02-28,-0.9916249513626099
2017-03-01,0.7153598070144653
2017-03-02,-0.9973825216293335
2017-03-03,0.4944508820772171
2017-03-05,-0.9970548152923584
2017-03-06,0.7537502944469452
2017-03-08,-0.7665004730224609
2017-03-09,-0.9998078942298889
2017-03-10,0.7153598070144653
2017-03-11,-0.9931154847145081
2017-03-12,-0.9469885230064392
2017-03-13,-0.9764144420623779
2017-03-14,-0.4252937237421672
2017-03-15,-0.9469885230064392
2017-03-16,0.9982525706291199
2017-03-20,0.9982525706291199
2017-03-21,-0.6557639598846435
2017-03-22,-0.429563303788503
2017-03-23,-0.14073073863983154
2017-03-24,-0.9956360459327698
2017-03-25,-0.9994732737541199
2017-03-26,-0.012233942747116089
2017-03-27,-0.9928923845291138
2017-03-28,-0.8617037534713745
2017-03-30,-0.970184862613678
2017-04-03,-0.8947678009668986
2017-04-05,-0.9827960133552551
2017-04-06,-0.03892132639884949
2017-04-07,0.930376261472702
2017-04-08,0.7280725240707397
2017-04-09,0.7956194430589676
2017-04-10,0.7280725240707397
2017-04-11,-0.5011258721351624
2017-04-12,0.17713250716527304
2017-04-13,0.7956225275993347
2017-04-18,0.16330195466677347
2017-04-19,-0.9938528537750244
2017-04-20,0.65727698802948
2017-04-21,-0.8823236525058746
2017-04-22,0.30695809920628864
2017-04-23,-0.3098212281862895
2017-04-24,-0.044425904750823975
2017-04-25,-0.15436451633771262
2017-04-26,-0.2404547929763794
2017-04-27,-0.5950918847864325
2017-04-28,-0.5509987235069275
2017-04-29,-0.20954471826553345
2017-04-30,-0.9907104074954987
2017-05-01,-0.5090065598487854
2017-05-02,-0.12067343791325887
2017-05-03,0.28636038303375244
2017-05-04,-0.5972278714179993
2017-05-05,-0.9202896654605865
2017-05-06,0.858711302280426
2017-05-08,-0.8494648635387421
2017-05-09,-0.9463609258333842
2017-05-11,-0.9832941442728043
2017-05-12,0.5758685111999512
2017-05-14,-0.8447785888399396
2017-05-15,0.32396437724431354
2017-05-16,0.1532861351966858
2017-05-17,-0.9187810242176055
2017-05-18,0.7763144373893738
2017-05-19,-0.9229277769724528
2017-05-20,-0.5075259208679199
2017-05-22,-0.22666481563023158
2017-05-23,-0.3679903596639633
2017-05-25,-0.47026039021355764
2017-05-26,-0.33149083455403644
2017-05-28,0.07513338327407837
2017-05-29,-0.5525962591171265
2017-05-30,0.6383832097053528
2017-05-31,0.02986320522096422
2017-06-01,-0.9890353083610535
2017-06-02,-0.9995189905166626
2017-06-03,-0.9700460791587829
2017-06-05,-0.33068803946177167
2017-06-06,-0.3532295028368632
2017-06-08,0.8789748549461365
2017-06-09,0.8461772203445435
2017-06-10,-0.3361673752466838
2017-06-12,0.25022947788238525
2017-06-13,0.7153598070144653
2017-06-14,-0.030906960368156433
2017-06-15,-0.7615081965923309
2017-06-16,-0.3324906826019287
2017-06-17,-0.8517326712608337
2017-06-18,0.9920955300331116
2017-06-19,-0.4421427547931671
2017-06-20,-0.6357192397117615
2017-06-21,-0.3138349652290344
2017-06-22,-0.42009540398915607
2017-06-24,0.9455257654190063
2017-06-25,0.9455257654190063
2017-06-26,-0.02707904577255249
2017-06-27,0.3950160890817642
2017-06-28,0.7153598070144653
2017-06-29,-0.9763910174369812
2017-06-30,-0.9998735189437866
2017-07-01,-0.9996838569641113
2017-07-04,-0.9991054534912109
2017-07-05,-0.03021472692489624
2017-07-06,-0.9115239183108012
2017-07-07,0.10521811246871948
2017-07-10,-0.8535818159580231
2017-07-12,0.3085181514422099
2017-07-13,-0.7266708314418793
2017-07-14,-0.919382631778717
2017-07-17,0.32960667212804157
2017-07-18,-0.560265388753679
2017-07-19,-0.5770693421363831
2017-07-20,-0.3088781020858071
2017-07-21,0.21992430903694846
2017-07-22,0.5454124927520752
2017-07-23,-0.8487614631652832
2017-07-24,-0.47129882127046585
2017-07-25,0.12575572729110718
2017-07-26,0.1365562915802002
2017-07-27,-0.9979413549105326
2017-07-28,-0.93983194231987
2017-07-29,-0.9985761642456055
2017-07-30,-0.9948947429656982
2017-07-31,-0.9811370770136515
2017-08-01,-0.9718096703290939
2017-08-02,-0.14157703518867493
2017-08-03,-0.34201719363530475
2017-08-04,-0.9893750846385956
2017-08-05,-0.9958434402942657
2017-08-07,-0.655414366722107
2017-08-08,-0.9517298936843872
2017-08-09,0.4306269373212542
2017-08-10,-0.9546828269958496
2017-08-11,-0.9825895296202766
2017-08-14,0.1359354615211487
2017-08-15,0.038487911224365234
2017-08-16,-0.02343529462814331
2017-08-18,-0.292130966981252
2017-08-19,-0.16814187169075012
2017-08-20,0.7078651785850525
2017-08-21,-0.999734103679657
2017-08-23,0.41202495495478314
2017-08-24,-0.6008070528507232
2017-08-25,-0.9456061005592347
2017-08-26,-0.45780742168426514
2017-08-27,-0.945658016204834
2017-08-28,-0.9032018052207099
2017-08-29,-0.9162644743919373
2017-08-30,-0.745161235332489
2017-08-31,-0.697796106338501
2017-09-01,-0.9659640789031982
2017-09-02,-0.8961897194385529
2017-09-03,-0.993860125541687
2017-09-06,-0.9681481719017029
2017-09-07,-0.9335708022117615
2017-09-08,-0.6237147450447083
2017-09-09,-0.9335708022117615
2017-09-10,0.6791641116142273
2017-09-11,-0.8519663214683533
2017-09-12,-0.24516602357228598
2017-09-14,-0.4423314162663051
2017-09-15,0.4381960853934288
2017-09-17,-0.8901026844978333
2017-09-18,-0.20614842176437378
2017-09-19,-0.3427053491274516
2017-09-20,-0.13392063975334167
2017-09-21,-0.4244851555143084
2017-09-22,0.7064492702484131
2017-09-23,-0.9988585114479065
2017-09-24,0.9844986796379089
2017-09-25,0.8569166362285614
2017-09-26,-0.7871729731559753
2017-09-28,-0.9921696782112122
2017-09-29,-0.9616707563400269
2017-10-01,-0.0053133368492126465
2017-10-02,-0.9998252987861633
2017-10-03,-0.9985793828964233
2017-10-04,-0.6713417087282453
2017-10-05,-0.7150420129299164
2017-10-06,-0.2955809036890666
2017-10-07,0.308557132879893
2017-10-08,-0.0934818685054779
2017-10-09,0.002644866704940796
2017-10-11,-0.0046555399894714355
2017-10-12,-0.5053724944591522
2017-10-13,-0.9975042939186096
2017-10-14,0.987860381603241
2017-10-15,-0.9988344311714172
2017-10-16,0.6807184815406799
2017-10-17,-0.9998878240585327
2017-10-18,0.29599348704020184
2017-10-19,-0.9992443323135376
2017-10-20,0.997071385383606
2017-10-22,-0.9975197911262512
2017-10-23,-0.9097905971787192
2017-10-24,-0.5001706629991531
2017-10-25,-0.897210697333018
2017-10-26,0.07083025148936681
2017-10-27,-0.11614392562346025
2017-10-28,-0.9947204987208048
2017-10-30,-0.9959917664527893
2017-10-31,-0.9120932221412659
2017-11-01,0.9905813932418823
2017-11-03,0.7153598070144653
2017-11-04,-0.9822640419006348
2017-11-05,-0.9640005826950073
2017-11-06,-0.9916779398918152
2017-11-07,-0.9996235370635986
2017-11-08,-0.6237147450447083
2017-11-09,-0.9911573231220245
2017-11-10,-0.9987307190895081
2017-11-11,-0.9980924427509308
2017-11-12,-0.9970154762268066
2017-11-14,-0.12421005964279175
2017-11-15,-0.3414734999338786
2017-11-16,-0.6666131854057312
2017-11-17,-0.5160718441009522
2017-11-18,-0.3804741842406137
2017-11-21,0.7373191118240356
2017-11-22,-0.9274520725011826
2017-11-23,-0.7406604886054993
2017-11-25,-0.9994250535964966
2017-11-27,-0.9972047209739685
2017-11-28,0.2924189567565918
2017-11-29,-0.24933266639709473
2017-11-30,0.7153598070144653
2017-12-01,-0.05489027500152588
2017-12-02,-0.9974823594093323
2017-12-04,-0.3482811053593953
2017-12-05,-0.9998692274093628
2017-12-06,0.09524282813072205
2017-12-07,-0.9930400609970093
2017-12-09,-0.006725683808326721
2017-12-10,-0.19481722513834634
2017-12-11,-0.6237147450447083
2017-12-12,-0.9279106259346008
2017-12-13,0.9203115403652191
2017-12-14,-0.8055558800697327
2017-12-15,-0.34277347326278684
2017-12-16,-0.9984980523586273
2017-12-17,-0.9958723187446594
2017-12-19,0.9997023940086365
2017-12-20,-0.7927659153938293
2017-12-21,0.9994102716445923
2017-12-22,0.12685909867286682
2017-12-23,-0.9992371499538422
2017-12-26,-0.9759095311164856
2017-12-27,-0.9850870569547018
2017-12-28,-0.950804203748703
2017-12-29,-0.9997745156288147
2018-01-02,0.9030497670173645
2018-01-04,-0.9777776002883911
2018-01-06,-0.43406232198079425
2018-01-07,-0.9999650716781616
2018-01-09,-0.9486474891503652
2018-01-10,-0.0011327266693115234
2018-01-11,-0.9422751367092133
2018-01-12,-0.6402882834275564
2018-01-14,-0.9984883069992065
2018-01-15,-0.9998217225074768
2018-01-17,-0.40396644671758014
2018-01-18,-0.9086426049470901
2018-01-19,-0.8751773834228516
2018-01-21,-0.9241458773612976
2018-01-22,-0.431006982922554
2018-01-23,-0.6495083332061767
2018-01-24,-0.9954327344894409
2018-01-25,-0.3068664272626241
2018-01-28,-0.34814029932022095
2018-01-29,-0.36403191089630127
2018-01-30,0.00028130412101745605
2018-01-31,-0.6692742009957632
2018-02-01,-0.7980285828763788
2018-02-02,-0.011021703481674194
2018-02-03,-0.022613316774368286
2018-02-04,-0.8305803338686625
2018-02-05,-0.39873347112110685
2018-02-06,-0.008584648370742798
2018-02-07,-0.048213571310043335
2018-02-08,0.7153598070144653
2018-02-09,0.7153598070144653
2018-02-10,-0.8789055943489075
2018-02-12,0.9966687560081482
2018-02-13,-0.9721748232841492
2018-02-14,-0.7477648854255676
2018-02-15,-0.9860306978225708
2018-02-17,-0.8026260137557983
2018-02-18,-0.9767321944236755
2018-02-20,-0.8795625865459442
2018-02-21,-0.729054182767868
2018-02-22,-0.5141755223274231
2018-02-26,0.2450310985247294
2018-02-27,-0.9715000987052917
2018-02-28,-0.6182960867881775
2018-03-04,-0.5397691130638123
2018-03-07,-0.9994950294494629
2018-03-08,-0.93329256772995
2018-03-09,-0.07586514949798584
2018-03-10,-0.9664371013641357
2018-03-11,0.9943274855613708
2018-03-12,0.7153598070144653
2018-03-14,0.9943274855613708
2018-03-17,-0.8748670816421509
2018-03-19,0.9755486249923706
2018-03-20,-0.42501240968704224
2018-03-21,-0.9822539389133453
2018-03-22,-0.02444899082183838
2018-03-23,-0.10789868235588074
2018-03-24,-0.9995567053556442
2018-03-26,0.2769021879542958
2018-03-27,-0.014533698558807373
2018-03-28,-0.9939673542976379
2018-03-29,0.9582101702690125
2018-03-31,-0.8865625858306885
2018-04-04,0.9404991567134857
2018-04-05,0.25798877080281574
2018-04-06,0.8860743641853333
2018-04-07,-0.037661805748939514
2018-04-09,-0.3939370612303416
2018-04-10,0.32789186636606854
2018-04-11,-0.8805350065231323
2018-04-12,-0.8911178112030029
2018-04-13,-0.9317114949226379
2018-04-14,-0.9942517280578613
2018-04-16,0.8553337057431539
2018-04-17,-0.07413411140441895
2018-04-18,-0.13251295685768127
2018-04-19,-0.5743972510099411
2018-04-20,-0.740085244178772
2018-04-21,-0.9943834543228149
2018-04-23,-0.5421541690826416
2018-04-24,-0.5111246705055237
2018-04-25,-0.3111935655275981
2018-04-26,-0.2433062575080178
2018-04-27,-0.10229201208461415
2018-04-28,-0.9762513041496277
2018-04-29,-0.22135816812515258
2018-04-30,-0.5311128497123718
2018-05-02,-0.9322365721066793
2018-05-03,-0.378410001595815
2018-05-04,-0.7927433360706676
2018-05-05,-0.80267395214601
2018-05-06,-0.7994698882102966
2018-05-07,-0.9905399788509716
2018-05-08,-0.8311469880017367
2018-05-09,-0.9690029404380105
2018-05-10,-0.8096780722791498
2018-05-11,-0.9799306121739474
2018-05-12,-0.8108072606000033
2018-05-13,-0.9867218895391985
2018-05-14,-0.9238610484383323
2018-05-15,-0.6215855533426459
2018-05-16,-0.679322443225167
2018-05-17,-0.9593207673593
2018-05-18,-0.49579910798506305
2018-05-19,-0.9855238036675886
2018-05-20,-0.9642029783942483
2018-05-21,-0.7894755114208568
2018-05-22,-0.9549377018755133
2018-05-23,-0.8098674253983931
2018-05-24,-0.8438614064996893
2018-05-25,-0.9730341705408964
2018-05-26,-0.6390764767473395
2018-05-27,-0.791859740560705
2018-05-28,-0.6135707009922374
2018-05-29,-0.6967147371985696
2018-05-30,-0.6671964255246249
2018-05-31,-0.8089705922386863
2018-06-01,-0.8284581086852334
2018-06-02,-0.8184894160790877
2018-06-03,-0.7998551238666881
2018-06-04,-0.49170924858613446
2018-06-05,-0.8276099508458917
2018-06-06,-0.40285414999181574
2018-06-07,-0.9803264412012967
2018-06-08,-0.8296695026484403
2018-06-09,-0.9705817699432373
2018-06-10,-0.8086852485483343
2018-06-11,-0.6564961617643182
2018-06-12,-0.6545590812509711
2018-06-13,-0.8189268924973228
2018-06-14,-0.806652535091747
2018-06-15,-0.5019132386554371
