Date,TwitterSentiment
2017-01-01,-0.8189097046852112
2017-01-02,-0.730917900800705
2017-01-03,-0.7198690474033356
2017-01-04,-0.7717197760939598
2017-01-05,-0.28638750314712524
2017-01-06,0.8205059766769409
2017-01-07,-0.7323291301727295
2017-01-09,0.5754067103068033
2017-01-10,-0.36828093230724335
2017-01-11,-0.7285884499549866
2017-01-12,-0.7764143745104471
2017-01-13,-0.4544580976168315
2017-01-14,-0.5454829335212708
2017-01-15,-0.8312994837760925
2017-01-16,-0.7608075936635336
2017-01-17,-0.5234179377555848
2017-01-18,-0.8258137106895447
2017-01-19,-0.4452055096626282
2017-01-20,0.26033730308214825
2017-01-21,-0.8230708241462708
2017-01-22,-0.725561648607254
2017-01-23,-0.22730477650960287
2017-01-24,-0.372718445956707
2017-01-25,-0.6696841269731522
2017-01-26,-0.22000069419542947
2017-01-27,0.3400194536555897
2017-01-29,-0.6198238134384155
2017-01-30,-0.39872483909130096
2017-01-31,-0.04540935158729553
2017-02-01,-0.1785670965909958
2017-02-02,0.03674817085266113
2017-02-03,-0.2003916170861986
2017-02-04,-0.7959663101605007
2017-02-05,0.5192223787307739
2017-02-06,-0.3458786606788635
2017-02-07,-0.2977769772211711
2017-02-09,-0.8140788276990255
2017-02-10,-0.3994606286287308
2017-02-11,-0.8312994837760925
2017-02-13,-0.3248062531153361
2017-02-14,0.04259037971496582
2017-02-15,0.6627748807271322
2017-02-16,-0.6943902373313904
2017-02-17,0.9991416931152344
2017-02-19,0.152375727891922
2017-02-21,0.9570280313491821
2017-02-22,0.8228156864643097
2017-02-24,-0.32132892310619354
2017-02-27,-0.1120802879333496
2017-02-28,-0.7121347188949585
2017-03-01,-0.5252428650856018
2017-03-02,0.017774462699890137
2017-03-03,0.7715541422367096
2017-03-05,-0.6631571650505066
2017-03-06,0.13643872737884521
2017-03-08,-0.7700044512748718
2017-03-09,0.8253979682922363
2017-03-10,-0.5252428650856018
2017-03-11,-0.8954064249992371
2017-03-12,0.6755837798118591
2017-03-13,0.7722148299217224
2017-03-14,-0.23011042674382529
2017-03-15,0.6755837798118591
2017-03-16,0.9203147292137146
2017-03-20,0.9203147292137146
2017-03-21,-0.07859636545181274
2017-03-22,0.5743647714455923
2017-03-23,0.19789934158325195
2017-03-24,-0.8038125038146973
2017-03-25,-0.5171806812286377
2017-03-26,-0.5165191292762756
2017-03-27,0.9985874891281128
2017-03-28,0.3387378752231598
2017-03-30,-0.032826006412506104
2017-04-03,0.2998159130414327
2017-04-05,0.3601027727127075
2017-04-06,-0.08891355991363525
2017-04-07,0.4329690933227539
2017-04-08,-0.5179505944252014
2017-04-09,-0.2036905139684677
2017-04-10,-0.5179505944252014
2017-04-11,-0.6962551815169198
2017-04-12,0.12229838967323303
2017-04-13,0.24349786043167115
2017-04-18,-0.3652724325656891
2017-04-19,-0.6734691858291626
2017-04-20,-0.6958895921707153
2017-04-21,0.05744686722755432
2017-04-22,-0.6737091938654581
2017-04-23,-0.19988202386432224
2017-04-24,0.926655113697052
2017-04-25,-0.18617337942123413
2017-04-26,0.4552876353263855
2017-04-27,0.29440407861362805
2017-04-28,0.2804893970489502
2017-04-29,0.7478477954864502
2017-04-30,-0.633377194404602
2017-05-01,0.8138369202613831
2017-05-02,0.38061843315760296
2017-05-03,-0.07215215762456258
2017-05-04,0.9419305920600891
2017-05-05,0.43702787160873413
2017-05-06,0.8049002289772034
2017-05-08,0.5728882104158401
2017-05-09,0.8387693166732788
2017-05-11,0.5824800580739975
2017-05-12,0.507304584980011
2017-05-14,-0.26699651990618023
2017-05-15,0.7804316878318787
2017-05-16,0.27169257402420044
2017-05-17,-0.13385605216026306
2017-05-18,0.76462721824646
2017-05-19,-0.5194381475448608
2017-05-20,0.17208178341388702
2017-05-22,0.6442019854273114
2017-05-23,0.4207526296377182
2017-05-25,0.48140827247074675
2017-05-26,0.10961318016052246
2017-05-28,0.8225374817848206
2017-05-29,0.13976991176605225
2017-05-30,0.8202234506607056
2017-05-31,-0.3033146262168884
2017-06-01,-0.6797481179237366
2017-06-02,-0.9239629507064819
2017-06-03,0.5901495814323425
2017-06-05,0.32595694065093994
2017-06-06,0.3541938066482544
2017-06-08,-0.8043655753135681
2017-06-09,0.20112690329551697
2017-06-10,0.3372735182444255
2017-06-12,0.377063512802124
2017-06-13,-0.5252428650856018
2017-06-14,0.1848849356174469
2017-06-15,-0.00551256537437439
2017-06-16,-0.19807364543279013
2017-06-17,0.8413525819778442
2017-06-18,-0.6517965197563171
2017-06-19,0.8248097002506256
2017-06-20,-0.15657811164855956
2017-06-21,-0.2008290489514669
2017-06-22,-0.755047341187795
2017-06-24,0.8918948173522949
2017-06-25,0.8918948173522949
2017-06-26,0.7940400242805481
2017-06-27,0.0103960782289505
2017-06-28,-0.5252428650856018
2017-06-29,-0.42769789695739746
2017-06-30,-0.63414067029953
2017-07-01,0.6961852312088013
2017-07-04,-0.3090643286705017
2017-07-05,0.7316682040691376
2017-07-06,-0.8086828390757242
2017-07-07,-0.5087537169456482
2017-07-10,-0.6979621648788452
2017-07-12,-0.17489548524220785
2017-07-13,-0.7205535620450974
2017-07-14,0.9409289956092834
2017-07-17,0.8036755720774332
2017-07-18,-0.06370269589953953
2017-07-19,0.10068569013050624
2017-07-20,0.3521825129335577
2017-07-21,-0.15270292217081244
2017-07-22,-0.1042887806892395
2017-07-23,-0.10354316234588623
2017-07-24,0.2723570540547371
2017-07-25,0.5294395923614502
2017-07-26,-0.05411630868911743
2017-07-27,-0.6645488540331522
2017-07-28,-0.4008728116750717
